created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Thu May 25 17:00:02 +0000 2023;1661779168944881700;1661779168944881665;"EXO and NCT PHOTOCARDS (LAY DFTF with BAEKHYUN NR LENTICULAR PC SET, Sehun Ace kit, Sehun DMUMT, CHEN DMUMT, DOYOUNG STICKER\n\n₱150.00\nhttps://t.co/zuzYQvxA9y\n\nwts lfb ph ls pc exo Suho Xiumin Baekhyun Chen Chanyeol D.O., Kai Sehun  pc photocard https://t.co/G77GMK2wJ5";0;0;0;0;;in;1643887359644307456;1661779168944881700;1661779168944881665;"https://pbs.twimg.com/media/Fw-9KjzaUAgPdsI.png";"photo";YourNeeds01
Thu May 25 16:56:45 +0000 2023;1661778341672931300;1661778341672931329;"@moontenii @nct_menfess Sama anak wayv sama dorm wayv jadi basecamp atau tempat main unit lain juga ga sih 🤣";0;0;0;0;;in;1367033841555177476;1661716523210403800;1661716523210403846;"";"";shineevisionneo
Thu May 25 16:55:31 +0000 2023;1661778030497513500;1661778030497513472;"@nct_menfess dejun cakep bgt anj alisnya bnr bnr arab pride";0;0;0;0;;in;1608518054115438593;1661716809962385400;1661716809962385413;"";"";stefkazeyy
Thu May 25 16:54:59 +0000 2023;1661777897642918000;1661777897642917894;"DAY 12🌞\n"Your favorite part line from Haechan in NCT'S songs"\n\n-part dia selalu candu, setiap bagian dia selalu keinget. kalau dia udh nyanyi tuh suaranya bener bener merdu, seksi, bagus. love u💗😔\n\n#23Days_Haechan_challenge #23일_해찬_첼린지 #HAECHAN #해찬 #NCT해찬 #ヘチャン https://t.co/OrwQdRe8vI";0;0;0;0;;in;2554063304;1657793298193612800;1657793298193612800;"https://pbs.twimg.com/ext_tw_video_thumb/1661777568314585088/pu/img/MHHd6ZmCKewNhDzV.jpg";"photo";wateyr
Thu May 25 16:58:04 +0000 2023;1661778672435748900;1661778672435748864;"Kalau gak ada graduate ya  kemungkinan.\nMember nct makin banyak. Nct dream jisung grad. Diisi member nct dream baru atau nct dream nya yg di bubarin. Trs Di buat unit baru untuk nampung member nct yg lain. Atau kontrak nct nya di selesaiin kyk sungtaro pindah ke group lain.t";0;1;0;0;;in;1364137397638688770;1661778672435748900;1661778672435748864;"";"";liann_bae
Thu May 25 16:59:17 +0000 2023;1661778977042890800;1661778977042890752;"@calypsours nct c nya cobaan";0;0;0;0;;in;1226602060310646784;1661276119474098200;1661276119474098176;"";"";mkdyjs
Thu May 25 16:59:47 +0000 2023;1661779102528073700;1661779102528073728;"@nct_menfess Keinget tmn china w mirip bgttt ngademin bgt mukanya wkw";0;0;0;0;;in;1105148543700885504;1661716809962385400;1661716809962385413;"";"";nggatausiapasih
Thu May 25 16:59:26 +0000 2023;1661779016104448000;1661779016104448000;"seneng bisa ngeliat mereka tahun ke tahun tumbuh as a group dan individual dari segi musik sama kualitas. Jadi it will be fine, they're gonna be fine. thank you nct for being so welcome to xuxi, sungchan, &amp; shotaro. thank you xuxi and sungtaro for everything.";0;1;0;0;;in;1603248079787896833;1661250917747015700;1661250917747015680;"";"";jameetameti
Thu May 25 16:57:15 +0000 2023;1661778466625183700;1661778466625183744;"NCT DoJaeJung - Perfume https://t.co/Gl4hfwLp7h";0;0;0;2;;in;1504687069913915392;1661778008787517400;1661778008787517440;"https://pbs.twimg.com/ext_tw_video_thumb/1661778424409587713/pu/img/vfOWMKvqQLGBHgo3.jpg";"photo";tilly_033
Thu May 25 16:57:15 +0000 2023;1661778465371357200;1661778465371357185;"@enrafyqarr ini anggota nct sesuai kepercayaan masing masing woii😭😭😭";0;0;0;0;;in;1470068916697198594;1661280526068531200;1661280526068531202;"";"";iniluss
Thu May 25 16:56:23 +0000 2023;1661778246999097300;1661778246999097344;"Open jasa lelang untuk bulan juni\nProof lelang on #lelangbych0njie \nSudah ada 22 batch, Lebih dari 100pc\nDm for TNC\n\nt. Wts need pc album sm idol stan nct red velvet aespa shinee super junior wtb wtt got the beat girls generation gg bg zona uang 127 dream wayv u";1;0;0;0;;in;1236870172830388224;1661778246999097300;1661778246999097344;"";"";ch0njie
Thu May 25 16:57:16 +0000 2023;1661778472736534500;1661778472736534529;"@Anggita37796108 @nct_menfess gila anj ganteng bgt, bikin salting brutal. mau banting hp anjimmmmm";0;0;0;0;;in;1363797800392093705;1661716809962385400;1661716809962385413;"";"";gwaenchanaa_
Wed May 24 09:57:23 +0000 2023;1661310415362719700;1661310415362719744;"@nctzenbase Tapi WHAT IF tetep ada G word, what would NCT be? Kayak kita ga tau sistem G, tp langsung nolak mentah mentah karena MERASA itu menyakitin sebagian pihak";153;19;1;8;;in;1545893205337853952;1661306044931510300;1661306044931510273;"";"";moinksw
Thu May 25 16:56:28 +0000 2023;1661778268578795500;1661778268578795521;"kuy- wtb aab pb hd nct take all, mau coba opshar";0;23;0;3;;in;633016230;1661778268578795500;1661778268578795521;"";"";sellkpopfess
Thu May 25 16:59:15 +0000 2023;1661778969321177000;1661778969321177088;"semua sosmed gue isinya nct mulu semenjak libur WKWKWKWKW\n\ndear teman temanku, mff suda membuat kalian bosan tp orang ganteng emg harus selalu dipamerkan🫰\n\nudah ganteng, talented lg, gimana ga dipost mulu coba y g seh? https://t.co/fdnTf1aJWo";0;2;0;0;;in;1648299444633485313;1661778969321177000;1661778969321177088;"https://pbs.twimg.com/media/Fw_TKfaaMAA-rcx.jpg";"photo";timmynaikbis
Thu May 25 16:53:58 +0000 2023;1661777638778871800;1661777638778871808;"NCT 127 S3 pemasaran 👏 https://t.co/GzdoieXnSx";0;0;0;0;;in;1163279682281754624;1661777638778871800;1661777638778871808;"https://pbs.twimg.com/media/Fw_R8l1aMAEblRB.jpg";"photo";abcDoy0102
Thu May 25 16:57:53 +0000 2023;1661778624410943500;1661778624410943490;"Lisa nct tuh begimana konsepnya";0;0;0;0;;in;1088123765890854917;1661778624410943500;1661778624410943490;"";"";vitruviuz
Thu May 25 16:57:36 +0000 2023;1661778553653055500;1661778553653055488;"@nct_menfess aduh ganteng banget pls WTB WTB";0;0;0;0;;in;1443443513111154691;1661306273328136200;1661306273328136192;"";"";weirdacc__
Thu May 25 16:55:08 +0000 2023;1661777934137589800;1661777934137589761;"@starfess GUA WAKTU PERTAMA KALI STAN NCT KETIPU SAMA ORANG INI 😭😭😭😭 gua kira rapper lah kok ikutan nyanyi di from home ternyata vocal line 😭😭 https://t.co/RVRWtCg8mQ";0;0;0;0;;in;1363412823062106116;1661731687326441500;1661731687326441475;"https://pbs.twimg.com/tweet_video_thumb/Fw_SNrxaIAAd1aP.jpg";"photo";mieyongiee
Thu May 25 14:35:33 +0000 2023;1661742808104075300;1661742808104075267;"@tanyarlfes Salim sm pa jokowi / ketemu lisa nct";40;2;0;0;;in;1214153074828173317;1661741422012407800;1661741422012407819;"";"";Sylphinne
Thu May 25 16:49:02 +0000 2023;1661776399823417300;1661776399823417344;"Gue masih sedih lah perkara  sungchan shotaro ini😔 bisa bisanya mereka bukan bagian dari nct lagi";0;1;0;0;;in;1482334037729775619;1661776399823417300;1661776399823417344;"";"";tinynyangi
Thu May 25 16:49:59 +0000 2023;1661776637984411600;1661776637984411648;"@sprinkliis halo kak, nct resonance 2020 masih ada ga?";0;0;0;0;;in;1641714853269356544;1651891557895917600;1651891557895917570;"";"";loving78s
Thu May 25 16:49:10 +0000 2023;1661776434447388700;1661776434447388673;"@chrrblosss Iya seriusan wkwkwk. Aku dulu awal2 stan nct gara2 ada member yg ultah pas aku ultah, jadi tau mark lee ehh keterusan wkwkw. Agak random sih";0;1;0;0;;in;4773306980;1661773237523746800;1661773237523746817;"";"";mrwrdhani
Thu May 25 16:50:03 +0000 2023;1661776652878385200;1661776652878385152;"@byemlychra @nct_menfess Yg pp nya j*min bukn ??";0;1;0;0;;in;1435230208064434176;1661755152741834800;1661755152741834752;"";"";chocojaemren
Thu May 25 16:50:47 +0000 2023;1661776837603889200;1661776837603889152;"@nct_menfess Gak heran nder, soalnya penyanyi tulen";0;0;0;0;;in;1546384354292932608;1661736547182588000;1661736547182587913;"";"";moomiinverse
Thu May 25 10:09:06 +0000 2023;1661675751203283000;1661675751203282947;"230525 NCT DREAM #JAEMIN for Arena Homme+ China Magazine - June 2023 cover issue (1)\nhttps://t.co/DUOgaMQlVZ\n\n#NCTDREAM @NCTsmtown_DREAM https://t.co/Tbb9FOGlVh";246;22;2684;8410;;en;956135887904976896;1661675751203283000;1661675751203282947;"https://pbs.twimg.com/media/Fw91SPfaMAAYlSM.jpg";"photo";NCTDREAMCENTER
Thu May 25 14:38:32 +0000 2023;1661743557739446300;1661743557739446274;"fttm0 got princess treatment from sm's bodyguard lmaooo https://t.co/z92YErFWhZ";405;20;285;1077;;en;1280158200138874880;1661743557739446300;1661743557739446274;"https://pbs.twimg.com/media/Fw-y9RNacAARrIY.jpg";"photo";dearjhyuno
Thu May 25 16:50:00 +0000 2023;1661776641293701000;1661776641293701120;"-JAEMIN SOLO COVER ALREADY SOLD OUT. 14 detik sold 10K, 1 jam sold 28K and now 7 jam 34,263 SOLD OUT 😭😭 Jaemin sekarang jadi anggota NCT pertama dengan penjualan pre0rder majalah tertinggi di hari pertama sejauh ini 👏👏 NA SOLD OUT JAEMIN ! https://t.co/fJRZ4WUX1Y";18;20;73;383;;in;1255464612058849280;1661776641293701000;1661776641293701120;"https://pbs.twimg.com/media/Fw_QeoFaMAEs4k2.jpg";"photo";NCTDreamINA
Thu May 25 16:51:29 +0000 2023;1661777016411291600;1661777016411291648;"Padahal gue udah ga aktif ngehype nct lagi TAPI NYESEKNYA PAKE BANGET";0;0;0;0;;in;1482334037729775619;1661776399823417300;1661776399823417344;"";"";tinynyangi
Thu May 25 16:52:43 +0000 2023;1661777327439888400;1661777327439888384;"@nct_menfess Gue tuh udah nyadar ya alis dia lebet bgt kaya hutan. Tapi gue baru sadar klo doll dia jg alis nye lebet bgt";0;0;0;0;;in;1546384354292932608;1661719059292115000;1661719059292114945;"";"";moomiinverse
Thu May 25 16:53:29 +0000 2023;1661777519840989200;1661777519840989188;"@vousmeiko @nct_menfess Kalo gak salah yangyang kayaknya ya atau anak wayv gitu";0;0;0;0;;in;1577849835746521088;1661700499794718700;1661700499794718720;"";"";peachgf
Fri Oct 15 14:00:12 +0000 2021;1449012233128669200;1449012233128669189;"125; masa lalu https://t.co/FXLb1Y2Urc";804;1;145;4197;;in;740301613001121792;1445259332103245800;1445259332103245825;"https://pbs.twimg.com/media/FBvs8PNVEAAXMvb.jpg";"photo";lushcioushey
Thu May 25 16:50:24 +0000 2023;1661776743689228300;1661776743689228288;"@koruptfor ghibahin nct mau?";0;1;0;0;;in;1560274915609038848;1661775807608688600;1661775807608688640;"";"";gleewhiffleilla
Thu May 25 16:51:55 +0000 2023;1661777125811314700;1661777125811314689;"@nct_menfess Udah nder. Kayaknya emang bocil toxic gak sih ?";0;0;0;0;;in;943854239566086144;1661755152741834800;1661755152741834752;"";"";dscream_twt
Thu May 25 16:53:47 +0000 2023;1661777592536662000;1661777592536662016;"brengsek lu kwontol";0;0;0;0;;in;1385659540834639875;1661777592536662000;1661777592536662016;"";"";ocyyesaa
Thu May 25 16:49:50 +0000 2023;1661776598507593700;1661776598507593728;"Butuh duit jualin aja kali ye😇😇,ga kolek nct lagi sih🥲🥲 tapi sayang😇😇 https://t.co/SWGSInMmkQ";0;0;0;0;;in;1438900451311689730;1661776598507593700;1661776598507593728;"https://pbs.twimg.com/media/Fw_RAVWaEAEV8IW.jpg";"photo";Jungwongf33
Thu May 25 16:49:07 +0000 2023;1661776419318567000;1661776419318566913;"AKSHSJSKAL INI FIRST GUE DINOTIS WOY, BAHKAN PERTAMA DI NCT LGSG BIAS GUE YG NOTIS AAAAAAA😭😭\n\nJawaban xiaojun : bella di sekolahnya....\n\nLANJUTAN JWBNYA GUE GA NYIMAK SAKING SENENGNYA🥺 https://t.co/yCEbkxLHEY";0;0;0;0;;in;1588678241363316736;1661776419318567000;1661776419318566913;"https://pbs.twimg.com/media/Fw_Q2GUaAAA-8dF.jpg";"photo";heyyonarx
Thu May 25 16:51:55 +0000 2023;1661777126071185400;1661777126071185409;"aMIGA PERDÓN POR MIRAR A TU NCT PERO ISJDODSNRHRSLSMDBSISMWL\nWS";0;0;0;0;;in;1622389423244550145;1661777126071185400;1661777126071185409;"";"";wariidiary
Thu May 25 16:48:58 +0000 2023;1661776383507562500;1661776383507562497;"Aku dah cakap dorang kena suap dgn si fttm0 ni korang taknak caya.\nDia stalk nct sejak SMROOKIES kot. Obvious sangat dah tu, tu pon tak paham lagi. OPEN YOUR EYES. \nKau kaya semua benda boleh jadi";0;0;0;0;;in;1398927716485799937;1661776383507562500;1661776383507562497;"";"";limerence_night
Thu May 25 16:50:15 +0000 2023;1661776707219787800;1661776707219787781;"@nct_menfess Pipi aku nder sampe peyot ngetawain ini, aslian";0;0;0;0;;in;1546384354292932608;1661737065393053700;1661737065393053700;"";"";moomiinverse
Thu May 25 16:52:22 +0000 2023;1661777238050877400;1661777238050877440;"@f3bbryi @nct_menfess Emosi mu terasa sampai sini kak";0;0;0;0;;in;1526138536579469314;1661700499794718700;1661700499794718720;"";"";strayywriter
Thu May 25 16:51:28 +0000 2023;1661777009994010600;1661777009994010625;"@nct_menfess Haha plot twist bngt anjng dari orang dlm ternyata.";0;0;0;0;;in;1526138536579469314;1661700499794718700;1661700499794718720;"";"";strayywriter
Thu May 25 16:51:29 +0000 2023;1661777013575921700;1661777013575921665;"@chocojaemren @nct_menfess yup bener, dan katanya dia sering cosplay sebelum2 itu, diatas aku udah drop threadnya";0;0;0;0;;in;1590229563077902336;1661755152741834800;1661755152741834752;"";"";byemlychra
Thu May 25 16:46:57 +0000 2023;1661775875040485400;1661775875040485376;"@nct_menfess gabut banget ya para sasaeng tuh ngintilin idol kemana aja, ngulik2 ranah privasi";0;0;0;0;;in;1536957497025495041;1661700499794718700;1661700499794718720;"";"";jann__june
Thu May 25 16:45:37 +0000 2023;1661775537927520300;1661775537927520257;"wts yearbook jaemin 130k \nwts yearbook haechan 90k\nwts yearbook mark 90k\nwts yearbook taeyong 80k\n\ndom jogja boleh nego sampe jadi, bokeh keep event";1;0;0;0;;in;1253000152614187008;1661775537927520300;1661775537927520257;"";"";jefolyfe
Thu May 25 16:48:50 +0000 2023;1661776346916487200;1661776346916487171;"@nct_menfess Jun klw ak ingin mnjadi pacarmu bgmna yhh? Ak ingin memantaskan diri enihh😘";0;0;0;0;;in;1661760397819674624;1661712516102381600;1661712516102381568;"";"";pukupawceah
Thu May 25 16:48:26 +0000 2023;1661776248782332000;1661776248782331904;"nge stan nct tuh kaya dhsjjdanskssj banget";0;0;0;0;;in;1655236713525157888;1661776248782332000;1661776248782331904;"";"";minitheepoo
Thu May 25 16:46:16 +0000 2023;1661775703287959600;1661775703287959553;"T: Bokap Rp 1 bule NCT Batam Ruben Rafathar";0;0;0;0;;in;1495033479998078979;1661775700364513300;1661775700364513282;"";"";peachyzw
Thu May 25 16:47:26 +0000 2023;1661775997379969000;1661775997379969034;"@nct_menfess isi livenya 90% cuma ngmong sayang😭 btw ini aku baru tau kalo live bisa ttp jalan kya vc klo keluar instagram wkwk https://t.co/rCCJ767cip";0;0;0;0;;in;1160511373698166784;1661716809962385400;1661716809962385413;"https://pbs.twimg.com/media/Fw_QdoUakAEYv9f.jpg";"photo";_vousmevoyezxxo
Thu May 25 16:46:13 +0000 2023;1661775690302378000;1661775690302377984;"@starfess orang jepang nya nct alias yuta 😭";0;1;0;0;;in;1614776845479841792;1661731687326441500;1661731687326441475;"";"";rrenjjune
Thu May 25 16:48:31 +0000 2023;1661776267300204500;1661776267300204544;"ngantuk";0;0;0;0;;in;1084272679153065984;1661776267300204500;1661776267300204544;"";"";reinjwon
Thu May 25 16:46:23 +0000 2023;1661775731293298700;1661775731293298688;"@nct_menfess Orang gila";0;0;0;0;;in;1661760397819674624;1661700499794718700;1661700499794718720;"";"";pukupawceah
Thu May 25 16:45:29 +0000 2023;1661775503848767500;1661775503848767488;"@nct_menfess bleh nangis gk";0;0;0;0;;in;1343880112744198145;1661577989832994800;1661577989832994817;"";"";jjaeminloveu
Thu May 25 16:46:56 +0000 2023;1661775871005573000;1661775871005573120;"Aku baru nge stan hari ini gaes, nama grupnya #THEWIND Lucu banget membernya pada imut", paling muda line 08 member paling tua line 04, vibes nya pun ceria kalo liat mereka jadi keinget nct dream sama treasure. Lagunya juga enak parah #ISLAND stan grup ini gaes\n\n@officialTheWind https://t.co/uvfiU2OC05";0;1;0;1;;in;1482728146747428868;1661775871005573000;1661775871005573120;"https://pbs.twimg.com/media/Fw_QVfjaIAEiNwm.jpg";"photo";Deryyyyyyy1
Thu May 25 16:45:22 +0000 2023;1661775475809857500;1661775475809857536;"@huangren_323 Ngeriii, jadii skrng kak reya bsa masuk sirkel titan nct dong kak yang tingginya 180km++ 😎";0;1;0;0;;in;831478235028336640;1661774139810807800;1661774139810807808;"";"";hamsterxandy
Thu May 25 16:45:18 +0000 2023;1661775460068638700;1661775460068638721;"Bye mau bobo dulu";0;0;0;0;;in;1451832729197154311;1661775460068638700;1661775460068638721;"";"";bbunnyhan
Thu May 25 16:47:31 +0000 2023;1661776015356756000;1661776015356755968;"@zsukayupi AAMIIN BUAT JET MAH, ayok nct pacarmu yang cewek ini lhooo mauu nonton";0;0;0;0;;in;1581394367776165888;1661774311559164000;1661774311559163905;"";"";cacchokie
Thu May 25 10:59:00 +0000 2023;1661688309524099000;1661688309524099073;"It's here! Our 2022 Sustainability Report is out now. We are proud to be working with our partners to make a better future for our planet. 🌏🍃 Read more to discover how #ZTE is shaping digital innovation for a sustainable future: https://t.co/h7Sp5rFqk2\n\n#Sustainability #ESG https://t.co/MLTPVIfypS";0;3;1;19;;en;212693825;1661688309524099000;1661688309524099073;"https://pbs.twimg.com/media/Fw-AtVCakAAPKsT.jpg";"photo";ZTEPress
Thu May 25 16:46:21 +0000 2023;1661775725009989600;1661775725009989633;"[TWITTER - 230525]\n\n💚DOJAEJUNG en #Thailand🐰🍑🐶🙏\n\n#NCT127 #NCT #Click #NCT_DOJAEJUNG #DOJAEJUNG #JAEHYUN\nCr : @NCTsmtown https://t.co/fvz4MEEgIO";0;0;0;0;;in;1503298920662843392;1661775725009989600;1661775725009989633;"https://pbs.twimg.com/media/Fw_QJ1iXsAc5KH9.jpg";"photo";JaehyunJYOFr
Thu May 25 16:47:30 +0000 2023;1661776012865319000;1661776012865318914;"sbt! nemu jaemin spc nct home 1.0 yay/nay ya? tp sebenernya bukan wl senderr jd bingung";0;1;0;0;;in;1499776837811343362;1661776012865319000;1661776012865318914;"";"";sbtcon
Thu May 25 16:47:45 +0000 2023;1661776074525773800;1661776074525773824;"@nct_menfess ADA DUMP NYA GAK TAEIL TOLONG SPILL";0;0;0;0;;in;1651951843159990273;1661716523210403800;1661716523210403846;"";"";hotwheelsza
Thu May 25 16:46:11 +0000 2023;1661775683704725500;1661775683704725505;"Pusing mikirin hidup yang penuh tanda tanya. Taunya jodohnya zhong chenle nct dream. Beuh surga duniawi sekali 😇";0;0;0;0;;in;864723607737348096;1661775683704725500;1661775683704725505;"";"";zh02ta
Thu May 25 16:46:16 +0000 2023;1661775704244232200;1661775704244232192;"@nct_menfess Pantengin winwin tolonk";0;0;0;0;;in;1572409865724919811;1661564889461301200;1661564889461301249;"";"";pippicutiepie
Thu May 25 16:45:26 +0000 2023;1661775493711171600;1661775493711171584;"@nct_menfess emang setresss gk ilang ilang tuh akun anjjj";0;0;0;0;;in;1176784931239804928;1661755152741834800;1661755152741834752;"";"";lalalaadies
Thu May 25 16:41:24 +0000 2023;1661774476902793200;1661774476902793216;"@l0vemath @nct_menfess bolee dm aja yak";0;0;0;0;;in;1425441227495809032;1661366267255636000;1661366267255635968;"";"";doyiiikasep
Thu May 25 16:41:05 +0000 2023;1661774397945057300;1661774397945057280;"@dagangkorea buanyak nih yuk yuk dom jogja yaa boleh keep event &amp;&amp; nego tipiss https://t.co/dftSl1lP5c";0;0;0;0;;in;1253000152614187008;1661759029755138000;1661759029755138048;"https://pbs.twimg.com/media/Fw_O-40acAAm9ZZ.jpg";"photo";jefolyfe
Thu May 25 16:45:04 +0000 2023;1661775398751940600;1661775398751940634;"@jichensupremacy CHENLE 💚\nC= Chonlooyaaaa~~~\nH= Hidup dengan bahagiaa yaaa\nE= Energi nya Lilsuns ✨\nN= NCT members sayang Sama kamuu\nL = Lilsuns juga sayang BANGET Sama kamuu\nE = Eaakkkkk\nWe 💚 You https://t.co/pLbnn65xz2";0;0;0;0;;in;1506059936572211202;1660272638722461700;1660272638722461698;"https://pbs.twimg.com/media/Fw_P6s7aICoTfCs.jpg";"photo";H__maii
Thu May 25 10:46:08 +0000 2023;1661685073782132700;1661685073782132736;"wts - want to sell\n\n☆ jeno binder nct home \n☆ jeno blanc diva\n☆ jeno tc konsep candy\n☆ jeno ld kwangya candy\n☆ chenle digipack beatbox\n☆ taeil binder nct home\n\n✅️ inc. all\n✅ keep event with DP\n📍 dom jogja\n\nt. pc photocard aab poca lucky draw smstore lfb https://t.co/rkLzCQBokA";4;3;51;12;;en;1519112212904038401;1661685073782132700;1661685073782132736;"https://pbs.twimg.com/media/Fw99weraIAAyz6-.jpg";"photo";fourtwjaems
Thu May 25 16:42:35 +0000 2023;1661774777042993200;1661774777042993152;"Wts pc holder nct dream \n\nSisa 1 guis sapa mau? \n\n65.000\n\nDm aja yaw dah bener2 last stock, di offline store syuda sold semua.. ini sisa di rumah 🙏 https://t.co/QWiAawa0Au";0;0;1;0;;in;1145031282327375873;1661774777042993200;1661774777042993152;"https://pbs.twimg.com/media/Fw_PWJYagAEDuLl.jpg";"photo";kanopirumahh
Thu May 25 16:44:19 +0000 2023;1661775210734059500;1661775210734059520;"Gara-gara panaroma aku sampek gak nangisin sungchan sama taro keluar nct cok huhuhu. Ini malah tbtb kepikiran anakku dua itu";0;0;0;0;;in;1290826576964120577;1661775210734059500;1661775210734059520;"";"";kyuwoojae
Thu May 25 16:40:54 +0000 2023;1661774351354720300;1661774351354720256;"@sellkpopdata nego santai aja yuk nder, include all. dom jaksel https://t.co/0JFnRYQId3";0;0;0;0;;in;1542895942646374400;1661772867061833700;1661772867061833728;"https://pbs.twimg.com/media/Fw_O9GxagAAzRjx.jpg";"photo";sophroditees
Thu May 25 16:44:19 +0000 2023;1661775212814430200;1661775212814430208;"Kalo sampe beneran nct djj ke rans keren. Sihhhh😭 nanti gua mau kemana ya pas mereka di indo gua samperin lokasi kali ya";0;0;0;0;;in;286049041;1661775212814430200;1661775212814430208;"";"";piyayiyu
Thu May 25 16:42:58 +0000 2023;1661774872899625000;1661774872899624960;"NCT baru ditinggal benter dah banyak aja update-annya";0;0;0;0;;in;1421987714786754560;1661774872899625000;1661774872899624960;"";"";Rymthy
Thu May 25 16:42:41 +0000 2023;1661774799826473000;1661774799826472966;"@bybyhe adaaaa!! ambil 40k boleh yuk dom jogjaaa https://t.co/WsESDAWXqS";0;0;0;0;;in;1253000152614187008;1659213094474883000;1659213094474883074;"https://pbs.twimg.com/media/Fw_PXkkaEAE1fi4.jpg";"photo";jefolyfe
Thu May 25 16:41:49 +0000 2023;1661774584314736600;1661774584314736640;"@AltenSub permisiii osaki shotaro dari nct avail";0;0;0;0;;in;1661673368113016832;1661774584314736600;1661774584314736640;"";"";milky_taro00
Thu May 25 16:44:24 +0000 2023;1661775232309559300;1661775232309559298;"ntar jadinya seunghan gmn anj? gak jadi di nct kah, trs gabung bg baru? AAAAAA";0;0;0;0;;in;2314867008;1661775232309559300;1661775232309559298;"";"";Iautn
Thu May 25 16:41:10 +0000 2023;1661774417863807000;1661774417863806976;"@sellkpopdata jeno blanc diva, taeil binder nct home\ndom jogja\nhttps://t.co/4j6frqtfRM";0;0;0;0;;in;1519112212904038401;1661772867061833700;1661772867061833728;"";"";fourtwjaems
Thu May 25 16:42:42 +0000 2023;1661774803827835000;1661774803827834882;"nct and nctzen sedang tidak baik2 saja";0;0;0;0;;in;114123713;1661774803827835000;1661774803827834882;"";"";mrsjeongsuh
Thu May 25 16:43:05 +0000 2023;1661774901278290000;1661774901278289920;"@growthstages SAMAA!! aku paling suka waktu nct 2020 dehh pokoknya";0;1;0;0;;in;1212585428345212928;1661722556720873500;1661722556720873472;"";"";nacerish
Thu May 25 16:41:22 +0000 2023;1661774469009133600;1661774469009133570;"@nct_menfess Bang Dejun, gw suka ceplas-ceplos lo 🤘💗";0;0;0;0;;in;1647859137504743424;1661721159048790000;1661721159048790017;"";"";itsme_i99
Thu May 25 16:41:58 +0000 2023;1661774619408482300;1661774619408482305;"@nct_menfess ni orang cakep amat ya alisnya";0;0;0;0;;in;280393166;1661716809962385400;1661716809962385413;"";"";cinammonpuff
Thu May 25 16:41:57 +0000 2023;1661774616740733000;1661774616740732931;"@intuicjaa ja misia";0;0;0;0;;in;1453412081961680896;1661713716537172000;1661713716537171972;"";"";hecianusmisio
Thu May 25 16:43:41 +0000 2023;1661775052680102000;1661775052680101888;"@lalalarast @Son_of_a_peace @nctzenbase Sepenangkepan aku, out dari grup WayV + NCT kak. Tp masih di SM. Belom tau kalo untuk SuperM masih atau out juga";0;0;0;0;;in;1490351072312913921;1661251941324951600;1661251941324951556;"";"";nanodoyiezen
Thu May 25 16:44:50 +0000 2023;1661775340535181300;1661775340535181312;"@lossunnn @nct_menfess Kak sorry aku yg dm aja ya";0;0;0;0;;in;1266757070751031296;1661276404762411000;1661276404762411011;"";"";Wawacha_20
Thu May 25 16:41:43 +0000 2023;1661774558805004300;1661774558805004288;"@henjunnieee Sidak buang sungtaro masok new members jepun and nct tokyo is the last one lah unit nct";0;1;0;0;;in;1204370836175511554;1661772414609678300;1661772414609678337;"";"";valendandelions
Thu May 25 16:37:54 +0000 2023;1661773598607167500;1661773598607167488;"@doyiiikasep @nct_menfess mjb, boleh spill fontnya?";0;1;0;0;;in;1516789656578568195;1661366267255636000;1661366267255635968;"";"";l0vemath
Thu May 25 16:38:39 +0000 2023;1661773787828985900;1661773787828985856;"@sellkpopdata https://t.co/ES81438G7h ada nct dream nih member lengkappp!!! dom jogja yaa boleh keep event &amp;&amp; nego tipiss";0;0;0;0;;in;1253000152614187008;1661733878787371000;1661733878787371009;"";"";jefolyfe
Thu May 25 16:37:49 +0000 2023;1661773576222154800;1661773576222154752;"@sugxrbestieee Iya, NCT nih agak laen emg. Mkny harapanku tiap hari biar hc jd favorit manajemen SM, favorit staff SM, favorit direktur neo center. Biar apapn yg dia mau nnti gmpng di acc wkwk";0;0;0;0;;in;1471873056972763139;1661757124261838800;1661757124261838851;"";"";SaFullsun
Thu May 25 16:37:46 +0000 2023;1661773562133500000;1661773562133499904;"@nct_menfess Dejun dah capek";0;0;0;0;;in;1130017237346078720;1661721159048790000;1661721159048790017;"";"";urdazzlingrose
Thu May 25 16:39:52 +0000 2023;1661774093098832000;1661774093098831872;"@sellkpopdata https://t.co/ES81438G7h yuk boleh nego smpe jadi nih dom jogja yaa boleh keep event &amp;&amp; nego tipiss";0;0;0;0;;in;1253000152614187008;1661772867061833700;1661772867061833728;"";"";jefolyfe
Thu May 25 16:39:45 +0000 2023;1661774064594325500;1661774064594325506;"SEDIH BANGET KNP YEAH APA INI PERTANDA NCT 23 MEMBER LAGI TERUS SEMUA INI TUH CUMAN PRANK??";0;0;0;0;;in;1521645398087311363;1661774064594325500;1661774064594325506;"";"";mikasakawe
Thu May 25 16:38:17 +0000 2023;1661773695768211500;1661773695768211457;"Hari ini happy bgt karna banyak asupan konten nct specially haechan!🥹💖";0;0;0;0;;in;979767584;1661773695768211500;1661773695768211457;"";"";zafirah_dw
