created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Thu May 25 17:18:40 +0000 2023;1661783855676928000;1661783855676928000;"At this point, mending sekalian aja bertujuh graduation bareng dr NCT. Gimana? Terus rebranding aja dengan nama group 7Dream, kagak usah ada nct nct annya. Lagian no one hates Dreamies more than nctzen does, right?";0;0;0;2;;in;1129635588561260544;1661783855676928000;1661783855676928000;"";"";bluerosespetals
Thu May 25 17:21:45 +0000 2023;1661784633816625200;1661784633816625171;"WAAAAA NCT DREAM TEMMUZDA CB YAPIYO BAS BAS PARALARI RENJUNA";0;0;0;0;;in;1434171200935170049;1661784633816625200;1661784633816625171;"";"";tzyuqq
Wed Apr 26 10:06:26 +0000 2023;1651165833304105000;1651165833304104963;"OPEN SHARING NOBAR NCT DREAM TOUR : THE DREAM SHOW 2 ENCORE\n\n🗓️ Sabtu, 3 Juni 2023\n⏰ 15.00 WIB\n💰 20k/slot\n\n✅ Grup wa\n✅ Free record\n✅ Private web\n💳 Spay/Dana/BCA/qris\n\nwts konser nct dream tds 2 tds2 encore mark jeno renjun haechan jaemin chenle jisung #NCTDREAM https://t.co/iJZ0UXYqbn";5;5;12;46;;en;1260493919273594880;1651165833304105000;1651165833304104963;"https://pbs.twimg.com/media/Fuoekf-acAAu-yc.jpg";"photo";crushjongin_
Thu May 25 17:20:42 +0000 2023;1661784368032125000;1661784368032124930;"@nct_menfess aku mikirnya ssg ini nyogok staff, kan bnyk tuh staff ga cuma satu dua orng aja pasti bnyk yg ga amanah dan bocorin identitas/privasi idol² gtu imo";0;0;0;0;;in;1328299259192508416;1661700499794718700;1661700499794718720;"";"";kaawd_mrk
Thu May 25 17:19:48 +0000 2023;1661784141028012000;1661784141028012032;"@nct_menfess SALTING BANGEETTTT SALTING BERAT SALTING TIDAK TERTOLONG LAGI";0;0;0;0;;in;1496616492728602626;1661782968359325700;1661782968359325696;"";"";maul_able
Wed May 24 22:52:52 +0000 2023;1661505571885817900;1661505571885817857;"♡ ׁ۪   ִֶָ 01 ִ ۫ ּ💌 https://t.co/IAmmOV4Dl1";0;1;0;44;;iw;1659589097864691712;1661428446633816000;1661428446633816064;"https://pbs.twimg.com/media/Fw7aLNzX0AALurd.jpg";"photo";xixicotton
Thu May 25 17:23:16 +0000 2023;1661785013388705800;1661785013388705792;"Niatnya mau ngerjain abcdefg, tapi mood malah memilih untuk nonton. Jadi kudu how? 🤷";0;0;0;0;;in;1467757525407657986;1661785013388705800;1661785013388705792;"";"";imneophyte
Thu May 25 17:21:44 +0000 2023;1661784626711474200;1661784626711474182;"Yo minseok";0;0;0;0;;in;1561933534021009421;1661784626711474200;1661784626711474182;"";"";Chanbaeklight1
Thu May 25 17:21:04 +0000 2023;1661784459937710000;1661784459937710080;"FYI GUE ORG JAWA YANG DI KEHIDUPAN MASYARAKAT MASIH KENTAL AKAN UNGGAH-UNGGUH TIAP BERSOSIALISASI PASTI SENYUM NGOMONG RAMAH TAPI KENAPA PADA SALAH PAHAM ANJERRRRRRR GUE NAKSIRNYA CUMA SAMA MARKLEE NCT DOANG GANGGU KETENANGAN HIDUP ORANG AJAAAAAA";0;0;0;0;;in;1306811051212644353;1661784459937710000;1661784459937710080;"";"";BinarXabita
Thu May 25 17:24:26 +0000 2023;1661785306658656300;1661785306658656257;"@nct_menfess KEK DISITU STAFF NYA KEK BAIK ANJIRR, KEK GA DI USIR SECARA KASAR beneran deh inimah di sogok sorry to sorry dulu pas penjagaan NCT 127 di jaganya bener² smpe di halangin ada orng yg jatoh gtu loh (cmiiw) lah ini like a queen ssg nya anyhing gilaaaaa";0;0;0;0;;in;1328299259192508416;1661700499794718700;1661700499794718720;"";"";kaawd_mrk
Thu May 25 10:16:29 +0000 2023;1661677612589273000;1661677612589273088;"SERBA SERBI NCT💚\n\n• rekomendasi pernak pernik serba NCT, bisa buat koleksi atau kado buat temen nih •\n\n___ a thread https://t.co/G6xPaUdsms";2;1;0;1;;in;844840885070135297;1661677612589273000;1661677612589273088;"https://pbs.twimg.com/media/Fw92-WuaMAAsN5d.jpg";"photo";cyasew
Wed May 24 09:57:23 +0000 2023;1661310415362719700;1661310415362719744;"@nctzenbase Tapi WHAT IF tetep ada G word, what would NCT be? Kayak kita ga tau sistem G, tp langsung nolak mentah mentah karena MERASA itu menyakitin sebagian pihak";153;19;1;8;;in;1545893205337853952;1661306044931510300;1661306044931510273;"";"";moinksw
Thu May 25 17:18:18 +0000 2023;1661783763859443700;1661783763859443713;"@nct_menfess IYA ANJG, SUMPAH GW GABISA TIDUR CO JADINYA😫😫😫😫😫";0;0;0;3;;in;1396625967179735040;1661782968359325700;1661782968359325696;"";"";jaemiiniieee
Thu May 25 17:21:44 +0000 2023;1661784627323994000;1661784627323994112;"@nct_menfess AK YANG GAK NGEBIASIN NAJEM AJ SALTING PARAH😭😭😭😭😭😭😭😭😭😭😭";0;0;0;0;;in;1634851893498507264;1661782968359325700;1661782968359325696;"";"";echanniechann
Thu May 25 17:21:34 +0000 2023;1661784584655368200;1661784584655368192;"@nct_menfess Bukan salting lagi 😌";0;0;0;0;;in;1640753423074349058;1661782968359325700;1661782968359325696;"";"";_nvjjaem1zn
Thu May 25 17:24:11 +0000 2023;1661785243869921300;1661785243869921280;"@jobysuh Aniyo... Dulu mantan sm rookies bahkan udh bikin vlog sama nct predebut, kembaran atuy.. https://t.co/u8wxee0gpm";0;1;0;0;;in;1346528956602699776;1661251278687850500;1661251278687850497;"https://pbs.twimg.com/tweet_video_thumb/Fw_Y2e-akAAg6Te.jpg";"photo";faerywither
Thu May 25 17:24:53 +0000 2023;1661785422081716200;1661785422081716224;"@nct_menfess ILY❤️ILY❤️ILY❤️ILY❤️ILY❤️ILY❤️ILY❤️ILY❤️😭😭😭\nbtw zen boleh mintol bantu rt/like ga aku ada rekomendasi perintilan nih 🤩\nhttps://t.co/RlqbBXoMpZ";0;1;0;0;;in;844840885070135297;1661782968359325700;1661782968359325696;"";"";cyasew
Thu May 25 17:20:30 +0000 2023;1661784316748378000;1661784316748378114;"@JIHOONxHT itu siapa lagi udah bang ga kuat ini nct aja udah kebanyakan";0;1;0;0;;in;2945543492;1661779516078043100;1661779516078043138;"";"";DOYOUNGxHT
Thu May 25 17:21:37 +0000 2023;1661784599813566500;1661784599813566465;"@DOYOUNGxHT ITU MEMBER NCT JUGA ANJRIT JENAN GUA PUKUL YA LU";0;1;0;0;;in;1561953870;1661779516078043100;1661779516078043138;"";"";JIHOONxHT
Thu May 25 17:17:57 +0000 2023;1661783677549043700;1661783677549043712;"@nct_menfess izin promosi, siapatau adaa nctzen yg cari nobar online konser encore nct dream tds 2. aku ada open, harganyaa 20k/slot. bagi yg berminatt boleh dm ajaa yaa😻\n\nhttps://t.co/jWnmZDtnga";0;0;0;4;;in;1260493919273594880;1661781111519969300;1661781111519969280;"";"";crushjongin_
Thu May 25 17:13:40 +0000 2023;1661782597821956000;1661782597821956103;"@aloergic gak bisa pilih bias di NCT mas \nserius \ntiap hari atau jam pindah biasnya \n😭";0;0;0;0;;in;771112162337050624;1661726638214885400;1661726638214885376;"";"";todoki_2
Thu May 25 17:15:51 +0000 2023;1661783148630515700;1661783148630515712;"@Maejinn_GO Mau PC nct kak";0;0;0;0;;in;1539423931727155200;1661625810514759700;1661625810514759680;"";"";Lacibol08367111
Wed May 24 17:27:57 +0000 2023;1661423803937988600;1661423803937988609;"🫶wts --- want to sale aab nct wayV ready ina\n\n✅️good condi\n✅️co 🍊\n✅️packing &amp; adm shopee\n✅️take all/ea\n✅️freebies\n🏘jakarta\n\nCheck thread for more\n\nT. Wts wtb aab poca md album nct 127 nct dream wayV nct dojaejung";4;1;0;0;;en;1579668382156062720;1661423803937988600;1661423803937988609;"";"";agathaarctic
Thu May 25 17:11:43 +0000 2023;1661782107092578300;1661782107092578304;"@nct_menfess 🦌 yg g folbek gaboleh like";0;0;0;45;;in;1511671637573513218;1661781111519969300;1661781111519969280;"";"";jpotaahoney
Thu May 25 17:15:52 +0000 2023;1661783150333395000;1661783150333394944;"@nct_menfess WOYYY NAMANAKSK AKU MASIH SALTINGGGG INI BAKAL TIDUR NYENYAK😭😭😭😭";0;0;0;0;;in;1539932168511578112;1661782968359325700;1661782968359325696;"";"";skyJAE13
Thu May 25 17:12:14 +0000 2023;1661782238491738000;1661782238491738113;"@nct_menfess Kayak bocil nyangkut di atep trus nunggu diselametin bapaknya😭";0;0;0;0;;in;1104449668572823553;1661765591630508000;1661765591630508033;"";"";sunnysideuphae
Thu May 25 17:15:08 +0000 2023;1661782968359325700;1661782968359325696;"nct! NGAKU LO YANG BIASIN JAEMIN, PASTI LAGI PADA SALTING KAN SEKARANG?!!! 😭😭";6;39;5;99;;in;1275010241017462784;1661782968359325700;1661782968359325696;"";"";nct_menfess
Thu May 25 17:16:30 +0000 2023;1661783312988516400;1661783312988516352;"wts jungwoo photocard\nharga bersih kr\ntax 5k/pc\n📍 bekasi - ina\nada grup line\ndm!\n\n🖇️ nct nct127 tc trading card jw baker house concept konsep https://t.co/auzipnjEyU";0;0;0;0;;in;1345918694417809408;1661783312988516400;1661783312988516352;"https://pbs.twimg.com/media/Fw_XHMzakAE3yAo.jpg";"photo";rhnjflower
Thu May 25 17:13:32 +0000 2023;1661782564405915600;1661782564405915649;"@nct_menfess nder udh nder";0;0;0;0;;in;1369889336963911680;1661781994521661400;1661781994521661440;"";"";thaiteanjmn
Thu May 25 17:13:37 +0000 2023;1661782585956245500;1661782585956245504;"@606gfs gatau, aneh bgt hapus nct dream dr judulnya😭";0;0;0;0;;in;1082578649184796672;1661781633010385000;1661781633010384896;"";"";jaemmooll
Thu May 25 17:11:34 +0000 2023;1661782069998137300;1661782069998137344;"Gak dream aja sih tapi tim content&amp;promotionnya nct🤣";0;0;0;0;;in;1111110363301306370;1661781681282617300;1661781681282617345;"";"";daegalabubu
Thu May 25 17:15:17 +0000 2023;1661783004266770400;1661783004266770432;"Wts jaehyun haechan photocard\nHarga bersih kr\nTax 5k/pc\nAda grup line\n📍 bekasi - ina\nDm!\n\n🖇️ nct nct127 dream ncit id selca perfume djj dojaejung ktown4u pob smcu jh jae hc https://t.co/sbtRGL3rQS";0;0;0;0;;in;1345918694417809408;1661783004266770400;1661783004266770432;"https://pbs.twimg.com/media/Fw_W1URaIAEIS_D.jpg";"photo";rhnjflower
Thu May 25 17:14:09 +0000 2023;1661782720413040600;1661782720413040640;"@nct_menfess pacarkuu nder, lg bahagia bgt dia kayanya 😭";0;0;0;0;;in;1379717791561830400;1661770413377212400;1661770413377212416;"";"";kshylaksj
Thu May 25 17:13:54 +0000 2023;1661782657997623300;1661782657997623296;"makasih bgt atas konten2 nct hari ini, mood w 100000% bagus";0;0;0;0;;in;1519281522963927041;1661782657997623300;1661782657997623296;"";"";evrythnggisblue
Thu May 25 17:13:28 +0000 2023;1661782545938415600;1661782545938415617;"@nct_menfess https://t.co/UffVtKAOn1 nihh sp tau ada yg ketinggalan";0;0;0;1;;in;1650670864575393792;1661716809962385400;1661716809962385413;"";"";lo0kback
Thu May 25 17:16:05 +0000 2023;1661783208017694700;1661783208017694720;"@sellkpopdata Check thread ka! Banyak album, pc, pola, md, kolbuk aab nct wayV\n\nHarga include packing, dan adm shopee jadi bisa langsung di co ajaaa\n\nhttps://t.co/pzLWRQYxum";0;0;0;0;;in;1579668382156062720;1661772867061833700;1661772867061833728;"";"";agathaarctic
Thu May 25 17:14:10 +0000 2023;1661782724456353800;1661782724456353793;"sm pls km jgn ada info mengejutkan lgi yang berkaitan dengan nct soalnya ntr gue harus rombak lagi sedangkan kamis depan harus udah dikumpulin ni bab 1 https://t.co/lS3TiUUyiq";0;1;0;0;;in;1626962226065338368;1661782724456353800;1661782724456353793;"https://pbs.twimg.com/media/Fw_Wk5DaMAI8pJU.jpg";"photo";haobingf_
Thu May 25 17:16:05 +0000 2023;1661783205576581000;1661783205576581120;"@nct_menfess jamet diem kek lu, keluyuran mulu heran gue";0;0;0;0;;in;1332699026613960707;1661700499794718700;1661700499794718720;"";"";xieyr_
Thu May 25 17:14:05 +0000 2023;1661782704755712000;1661782704755712000;"HELP RT\nWTS PC NCT DREAM/127\n\n📍Depok\n✅ Bisa toko oren \n✅ Udah inc pack \nTake all 400k\n( take all aku kasih netlix dan Disney 1bln)\n(Boleh nego sampe jadi)\n\nt. Wts Pc nct dream nct 127 jeno haechan jaehyun jaemin renjun murah taeil #zonauang️ https://t.co/dVNIO5SorQ";0;0;0;1;;in;1441413711630008325;1661782704755712000;1661782704755712000;"https://pbs.twimg.com/media/Fw_WjXyaMAADUIw.jpg";"photo";sikapasi
Thu May 25 17:09:57 +0000 2023;1661781661980446700;1661781661980446721;"soalnya di tweet ndc yg bawah judulnya ada nct dreamnya i mean biasanya ndc or dream arrchive tuh upload sesuai judulnya🤔🤔";0;0;0;0;;in;1290311798248239104;1661781412582948900;1661781412582948865;"";"";hcjmrkanx_
Thu May 25 17:11:32 +0000 2023;1661782060326064000;1661782060326064128;"nct = konsepnya nambahin banyak2 member sampe gatau berapa orang di seluruh dunia❎\nnct = makin hari makin berkurang membernya ☑️✅✔️";0;0;0;0;;in;1565957108993908736;1661782060326064000;1661782060326064128;"";"";amerxncano
Thu May 25 17:08:24 +0000 2023;1661781274145730600;1661781274145730560;"WTS NCT127 photocard japan\n33.000/pc\nTax 6k/pc\nReady kr\nAda grup line\n📍 bekasi - ina\nDm!\n\n🖇️ nct pc membership jp jpn johnny taeil taeyong jaehyun jungwoo mark https://t.co/M2GdWz2m0f";0;0;0;0;;in;1345918694417809408;1661781274145730600;1661781274145730560;"https://pbs.twimg.com/media/Fw_VQkxacAAQyz7.jpg";"photo";rhnjflower
Thu May 25 17:07:46 +0000 2023;1661781114309030000;1661781114309029897;"@94hry WHQT";0;0;0;0;;in;1033250083909894149;1661731192155312000;1661731192155312128;"";"";emos4eric
Thu May 25 17:07:11 +0000 2023;1661780966808100900;1661780966808100864;"@lyvxyq @NCT_INDONESIA62 Ini aku punya wkwk dejun anak baik tapi salah target😭🤣 https://t.co/qSdWAYkVNG";0;0;0;0;;in;561990407;1661730931919696000;1661730931919695877;"https://pbs.twimg.com/ext_tw_video_thumb/1661780749383770112/pu/img/3eIADpwxsGpDqv0U.jpg";"photo";Pb9151
Thu May 25 17:08:07 +0000 2023;1661781202859335700;1661781202859335686;"SungTaro anak baikkuuuu. Walau kemarin gua marah-marah tapi lebih baik menunggu dan mendukung debut kalian nanti. Terimakasih sudah menjadi bagian dari NCT. Sayang banyak-banyak pokoknya sekebon 😭💚💚💚💚💚";0;0;0;0;;in;1308120627581083648;1661781202859335700;1661781202859335686;"";"";LeonhartFanny
Thu May 25 17:09:33 +0000 2023;1661781560960643000;1661781560960643072;"staff: “yang tarikan suaranya bagus banget”\n\nseneng deh staff-staff lokal jadi pada suka nct dream karena karya dan suara nya 🥹🥹🥹";0;0;0;0;;in;986808618447028225;1661781560960643000;1661781560960643072;"";"";meynho
Thu May 25 17:09:07 +0000 2023;1661781451657060400;1661781451657060352;"gw rewatch konten nct lagi malah nangis bajingan sm";0;0;0;0;;in;1443616413185310727;1661781451657060400;1661781451657060352;"";"";tresziu
Sat May 06 09:06:16 +0000 2023;1654774571759968300;1654774571759968256;"ini nct kaga ada update apa ap anjggg w sedih bgt mereka jd ky terlantar:(((";1;0;0;0;;in;1260660091474198530;1654774571759968300;1654774571759968256;"";"";piwpiwut
Thu May 25 17:05:26 +0000 2023;1661780524229337000;1661780524229337088;"lain kali jangan sibuk nk buat event pakai artis luar. Ko pakai je local artist. menyusahkan";0;0;0;0;;in;917003920785805313;1661780524229337000;1661780524229337088;"";"";sunnysyazwany
Thu May 25 17:11:23 +0000 2023;1661782022396985300;1661782022396985344;"WTS aab jaehyun photocard postcard poster\nHarga bersih jp\nTax 6k/pc\nAda grup line\n📍 bekasi - ina\nDm!\n\n🖇️ pc nct nct127 baker house retro ay-yo tc trading card selca 2baddies sg23 pob murah jh jae https://t.co/au6JxZVIQr";0;0;0;0;;in;1345918694417809408;1661782022396985300;1661782022396985344;"https://pbs.twimg.com/media/Fw_V8F0akAAKjaN.jpg";"photo";rhnjflower
Thu May 25 16:48:05 +0000 2023;1661776159829549000;1661776159829549056;"Urgent announcement for concert cancellation. https://t.co/8WX2Luptuz";461;0;103;55;;en;1613109515087667201;1661776159829549000;1661776159829549056;"https://pbs.twimg.com/media/Fw_QmwsakAEFKRx.jpg";"photo";starexglobal_co
Thu May 25 17:09:31 +0000 2023;1661781552244875300;1661781552244875265;"WTS aab nct photocard muraaahh\nharga bersih kr\ntax 5k/pc\n📍 bekasi - ina\nada grup line\ndm!\n\n🖇️ nct nct127 dream sg23 mark taeil yuta jungwoo haechan johnny doyoung 2baddies selca ay-yo smini jaehyun mark taeyong perfume djj sg23 sg22 ay-yo pc https://t.co/4xznUAsnRl";0;0;0;1;;in;1345918694417809408;1661781552244875300;1661781552244875265;"https://pbs.twimg.com/media/Fw_VgzAakAEdfLs.jpg";"photo";rhnjflower
Thu May 25 17:11:29 +0000 2023;1661782049253130200;1661782049253130240;"ya tuhan kalo nct dream bikin konten bareng tim buzzfeed GW MENYERAH";0;0;0;0;;in;1434788033493041153;1661782049253130200;1661782049253130240;"";"";iliwys___
Thu May 25 17:04:42 +0000 2023;1661780341860995000;1661780341860995072;"@nct_menfess sorry oot guys, tolong bantu vote anak nct disini ya 🙏🏻https://t.co/HEb0EdJqft";0;0;0;0;;in;1384540248051359746;1661754793973661700;1661754793973661696;"";"";probaffection
Thu May 25 17:09:00 +0000 2023;1661781422317924400;1661781422317924352;"anjgg sekalinya apdet mlh ngasi tw kl mereka bukan bagian dr nct lg nyeeetttttttttt";0;0;0;0;;in;1260660091474198530;1661781422317924400;1661781422317924352;"";"";piwpiwut
Thu May 25 17:04:43 +0000 2023;1661780345061245000;1661780345061244931;"@nct_menfess iya sayang";0;0;0;0;;in;1261698414288318465;1661716809962385400;1661716809962385413;"";"";fhnrstwy
Thu May 25 13:58:02 +0000 2023;1661733364154646500;1661733364154646529;"Staffnya malah kecanduan lagu dream 😭👍 https://t.co/qffMQR1zOv";136;1;211;544;;in;1428602342107009032;1661733364154646500;1661733364154646529;"https://pbs.twimg.com/ext_tw_video_thumb/1661733255232757761/pu/img/vsBHV2ORi3GvQ7wY.jpg";"photo";nadeurim
Thu May 25 13:40:00 +0000 2023;1661728826039357400;1661728826039357441;"🫶 Kemaren hendery bilang "gk mau cari masalah soalny kontrakny masih beberapa thn lagi," sekarang dejun bilang gini 🤣 iya deh si paling jor joran ngomongin kontrak https://t.co/NVijOjg5An";68;46;164;3001;;in;2503485216;1661728826039357400;1661728826039357441;"https://pbs.twimg.com/media/Fw-kdZdaUAIAoXm.jpg";"photo";nctzenbase
Thu May 25 17:07:35 +0000 2023;1661781067895050200;1661781067895050240;"Ds nonton konten ini gak sih???\nIni lumayan banyak spoiler 3rd album lohhh wkwkwkkw\n\nBaru nonton setengah padahal🤣\nTim content &amp; promotion sama tim A&amp;R nct dream (yg garap 3rd album dari lagu,konsep dll) di interview disini wkwkkw https://t.co/YIBG9oBu6v";0;0;0;0;;in;1111110363301306370;1661781067895050200;1661781067895050240;"https://pbs.twimg.com/media/Fw_VEyAagAI0TF-.jpg";"photo";daegalabubu
Thu May 25 17:06:06 +0000 2023;1661780694434218000;1661780694434217984;"@justabtnctnme @nct_menfess doyoung. pasti bakal di jajanin banyak ciixixixixi";0;0;0;0;;in;1376790144263417864;1661713174956220400;1661713174956220417;"";"";_yellowpagee
Thu May 25 17:06:59 +0000 2023;1661780914899419100;1661780914899419136;"@nct_menfess NANHIS BGT ANJWINKKK";0;0;0;0;;in;1553577607417188354;1661607358018252800;1661607358018252802;"";"";_vvourbluee
Thu May 25 17:07:04 +0000 2023;1661780936525234200;1661780936525234176;"@nct_menfess Ketinggalan, SOALNYA NUGAS🥹";0;0;0;0;;in;1354837616902819848;1661716809962385400;1661716809962385413;"";"";aleeallnah
Thu May 25 17:09:53 +0000 2023;1661781648155787300;1661781648155787264;"@jjjeennnnooooo1 Wts pc nct\n65k/set\nDom jaksel https://t.co/Pjn28PL9yE";0;0;0;0;;in;272291610;1661600376427278300;1661600376427278337;"https://pbs.twimg.com/media/Fw_VmXYaUAAW1Zq.jpg";"photo";fafififufefo
Thu May 25 17:02:49 +0000 2023;1661779868470886400;1661779868470886402;"Keknya gweh memang harus melupakan nct mulai dri sekarang\nCukup kaw sakiti aq sampai di sini saja\nGweh g maw lagi ngerasain ditinggal member\nChukup\nSempat ada lagi yg keluar gweh bakal unfollow nct";0;0;0;0;;in;1601211065919946752;1661779868470886400;1661779868470886402;"";"";nadchwansuh
Thu May 25 17:00:16 +0000 2023;1661779227266650000;1661779227266650112;"@fewritincty tatatapii tadi adek gw yg kls 5 SD nanyain "emng jumlah anggota nct itu berapa sih? kok mereka banyak bgt ya?" \n\nGW GK BISA JAWAB, gw cuman ketawa doang trs ngalihin obrolan😭";0;0;0;0;;in;1417666144857595904;1661246026957852700;1661246026957852676;"";"";3to3warnabiru
Thu May 25 17:02:18 +0000 2023;1661779737432440800;1661779737432440832;"jaemin naman 😭";0;0;0;0;;in;1632212027082178560;1661779737432440800;1661779737432440832;"";"";najaembun
Thu May 25 17:03:31 +0000 2023;1661780042165424000;1661780042165424130;"eh tp beneran dah, kalo gaada nct, gue jg kaga tau selama 3 bulan libur mo ngapain";0;0;0;0;;in;1648299444633485313;1661778969321177000;1661778969321177088;"";"";timmynaikbis
Thu May 25 17:04:19 +0000 2023;1661780246012792800;1661780246012792833;"Baru inget kemarin malem mimpi nonton konser nct dream di parkiran superindo.";0;0;0;0;;in;919278602415308800;1661780246012792800;1661780246012792833;"";"";eudaemone
Thu May 25 17:00:14 +0000 2023;1661779216558608400;1661779216558608384;"Bangga banget sama ayangku🥹 https://t.co/NL3go3G4SF";0;0;0;0;;in;1542890100568141830;1661779216558608400;1661779216558608384;"https://pbs.twimg.com/media/Fw_TYzZaUAEjg97.jpg";"photo";nathokki
Thu May 25 17:01:59 +0000 2023;1661779657623244800;1661779657623244800;"@ianyusilhouette @tanyakanrl Saat iniii SMTOWN, EXO, NCT, TREJOOO, TAYLOR SWIFT PLSSS YUK BISAA YUKKK";0;0;0;0;;in;950437688301113344;1660987692694515700;1660987692694515715;"";"";Gurlseche
Thu May 25 17:00:37 +0000 2023;1661779312910168000;1661779312910168066;"WTS JAEHYUN PHOTOCARD\n30.000/ea\nTax 5k/pc\nReady kr\nAda grup line\n📍 bekasi - ina\nDm!\n\n🖇️ nct nct127 jae selca favorite pc album https://t.co/GlyB5WuiFi";0;0;0;1;;in;1345918694417809408;1661779312910168000;1661779312910168066;"https://pbs.twimg.com/media/Fw_TeaDaMAEkOSB.jpg";"photo";rhnjflower
Thu May 25 17:03:01 +0000 2023;1661779916919283700;1661779916919283713;"@nct_menfess Member yg keluar dari nct";0;0;0;0;;in;1487805326737166344;1661713174956220400;1661713174956220417;"";"";ianceilo
Thu May 25 16:53:02 +0000 2023;1661777406443630600;1661777406443630613;"230526 🐰💬 UPDATE \n\n“i feel really good especially today”\n“why are our members so lovely”\n“no matter how i look at it theyre cute and cute and lovely”\n"well it has always been the case but as we go on they get lovelier"";511;1;1295;4759;;en;1375347645116379136;1661777406443630600;1661777406443630613;"";"";feedarchive
Thu May 25 17:00:55 +0000 2023;1661779389087125500;1661779389087125511;"WTS aab jaehyun photocard\nharga bersih kr\ntax 5k\n📍 bekasi - ina\nada grup line\ndm!\n\n🖇️ nct nct127 selca id card resonance pt 2 access card smcu ay-yo digipack 2baddies nemo holo the link hoodie md merch universe trading card tc perfume djj https://t.co/KzHciiY1fL";0;0;0;0;;in;1345918694417809408;1661779389087125500;1661779389087125511;"https://pbs.twimg.com/media/Fw_Ti35aMAAYafr.jpg";"photo";rhnjflower
Thu May 25 17:03:44 +0000 2023;1661780099182768000;1661780099182768128;"Tak boleh ke esok keluar teaser nct japan tu tapi membernga sungtarookies pastu yang semalam tu semua gimmick dan prank sahaja 😞😞😞😞";0;0;0;0;;in;975735786115969025;1661780099182768000;1661780099182768128;"";"";syekere
Thu May 25 17:00:18 +0000 2023;1661779235474919400;1661779235474919425;"WTS DJJ photocard\nPrice on pic\nReady kr\nTax 5k/pc\nAda grup line\n📍 bekasi - ina\nDm!\n\n🖇️ nct nct127 dojaejung perfume album pc doyoung jaehyun jungwoo selca denim heart https://t.co/NXuOHQVnU1";0;0;0;0;;in;1345918694417809408;1661779235474919400;1661779235474919425;"https://pbs.twimg.com/media/Fw_TZ58aQAA9bNn.jpg";"photo";rhnjflower
Thu May 25 17:03:07 +0000 2023;1661779942869454800;1661779942869454849;"@nct_menfess duoo cintakuuuu";0;0;0;0;;in;1643988476537507844;1661754793973661700;1661754793973661696;"";"";Seraphin34lana
Thu May 25 17:02:33 +0000 2023;1661779800418304000;1661779800418304000;"Emg kalo udh malem tuh waktunya tidur bukan scroll tiktok. Jadi nangis lagi kan gua isi fyp nya nct ot 23 terus 😭💔";0;0;0;0;;in;1080361146735947776;1661779800418304000;1661779800418304000;"";"";jwisuh_
Thu May 25 17:00:29 +0000 2023;1661779278609145900;1661779278609145856;"Gak ada yang lebih sayang nct dream selain nct dream itu sendiri";0;0;0;0;;in;1468807293282095109;1661779278609145900;1661779278609145856;"";"";onyourlav
Thu May 25 17:04:10 +0000 2023;1661780209291628500;1661780209291628544;"@valendandelions ooo okay faham 🫡 mek ingatkan nct tokyo sik jadi after sidak announced nct dah sik infinity member gik duhal ya last..";0;0;0;0;;in;1417910843589611520;1661772414609678300;1661772414609678337;"";"";henjunnieee
Thu May 25 17:01:49 +0000 2023;1661779615919255600;1661779615919255552;"WTS aab nct photocard\nharga bersih kr\ntax 5k/pc\n📍 bekasi - ina\nada grup line\ndm!\n\n🖇️ nct nct127 dream sg23 mark taeil yuta jungwoo haechan johnny doyoung 2baddies selca ay-yo smini https://t.co/1afQBFIeni";0;0;0;0;;in;1345918694417809408;1661779615919255600;1661779615919255552;"https://pbs.twimg.com/media/Fw_TwDwaIAE0t0I.jpg";"photo";rhnjflower
Thu May 25 17:02:40 +0000 2023;1661779830118154200;1661779830118154240;"@starfess NCT. Tau dari interview majalah Thai";0;0;0;0;;in;940457814;1661665747050045400;1661665747050045440;"";"";situkangtypo
Thu May 25 17:02:19 +0000 2023;1661779743925231600;1661779743925231617;"bio instagramnya shotaro masih "NCT"... :( NANGISSS https://t.co/GOT4Mfq3xi";0;0;0;0;;in;1376078651658100743;1661779743925231600;1661779743925231617;"https://pbs.twimg.com/media/Fw_T3udaAAUtNi9.jpg";"photo";venusstata
Thu May 25 17:04:37 +0000 2023;1661780321220845600;1661780321220845568;"@nct_menfess Macem AFI, tereliminasi gt. Cuma ini versi ga ditempelin stiker aja";0;0;0;0;;in;907288088;1661556887182254000;1661556887182254080;"";"";moicestann
Thu May 25 16:58:05 +0000 2023;1661778675002658800;1661778675002658817;"Tapi fans non nct dream biasanya gak pernah mikirin nasih member nct dream sih 🤷‍♀️\nMember nct dream nangis berkali" ngungkapin stres berkali", mana peduli kalian\nYg penting bias masing" aman. \nNgarep tetep ada graduate di nct dream karena ngerasa biasnya kehalang nct dream kan. 😀";0;0;0;0;;in;1364137397638688770;1661778672435748900;1661778672435748864;"";"";liann_bae
Thu May 25 16:59:24 +0000 2023;1661779007111827500;1661779007111827457;"sedih juga dipikir2 jadi saksi project nct 2018 ke sini. dulu susah bgt jelasin cara kerja nct tapi skrng pasti lebih susah lagi y haha. ngeliat mereka barengan tuh bener2 susah bgt  jadi bawanya terharu terus kalo ada moment. selama ngestan mereka, aku bljr banyak hal";0;1;0;0;;in;1603248079787896833;1661250917747015700;1661250917747015680;"";"";jameetameti
